Time,Reference X Velocity,Reference Y Velocity,Reference Angular Velocity,Reference Angle,Measured X Velocity,Measured Y Velocity,Measured Angular Velocity,Measured Angle
0.35657620429992676,0,0,0.0,0,0.0,0.0,0.0,0
0.501645565032959,0,0,0.0,0,0.0,0.0,0.0,0
0.5874640941619873,0,0,0.0,0,0.0,0.0,0.0,0
0.667799711227417,0,0,0.0,0,0.0,0.0,0.0,0
0.7463126182556152,0,0,0.0,0,0.0,0.0,0.0,0
0.8418388366699219,0,0,0.0,0,0.0,0.0,0.0,0
0.9316027164459229,0,0,0.0,0,0.0,0.0,0.0,0
1.0259368419647217,0,0,0.0,0,0.0,0.0,0.0,0
1.1058189868927002,0,0,0.0,0,0.0,0.0,0.0,0
1.1997697353363037,0,0,0.0,0,0.0,0.0,0.0,0
1.2782938480377197,0,0,0.0,0,0.0,0.0,0.0,0.9152440098788247
1.3582942485809326,0,0,0.0,0,0.0,0.0,0.0,0.9534121796283688
1.4514884948730469,0,0,0.0,0,0.0,0.0,0.0,0.9029327003920917
1.5472853183746338,0,0,0.0,0,0.0,0.0,0.0,0.8211118555013646
1.6238148212432861,0,0,0.0,0,-20.18565652960687,-2.153196962793933,0.420272114592248,0.9156170595635019
1.718747615814209,0,0,0.0,0,-56.00494096475623,-6.588759982567614,1.175745301945586,0.9534121796283688
1.8062689304351807,0,0,0.0,0,-83.7230749314462,-11.157222376792344,1.7357465279331392,0.9110407915397678
1.9038410186767578,0,0,0.0,0,-104.97330156208253,-15.491778254103675,2.0858238611666495,0.9029327003920917
1.998277187347412,0,0,0.0,0,-120.71320578554298,-19.67576156434157,2.3278509126218534,0.9029327003920917
2.091846466064453,0,0,0.0,0,-131.73545129981719,-23.920909414571938,2.5205500278943482,0.8188253798315386
2.190584421157837,0,0,0.0,0,-138.85312980854496,-27.936270692289902,2.5423857029560075,0.8188253798315386
2.2828445434570312,0,0,0.0,0,-142.70347024840692,-31.621251494530796,2.5423857029560075,0.9075762494788494
2.378364086151123,0,0,0.0,0,-142.70347024840692,-35.015745553974966,2.5423857029560075,0.8188253798315386
2.4733667373657227,0,0,0.0,0,-142.70347024840692,-37.8793992584183,2.5423857029560075,0.8188253798315386
2.5655016899108887,0,0,0.0,0,-142.70347024840692,-40.17797258030224,2.5423857029560075,0.8188253798315386
2.65727162361145,0,0,0.0,0,-142.70347024840692,-42.2678271642242,2.4562985945661646,0.9075762494788494
2.749767541885376,0,0,0.0,0,-142.3833819614673,-43.99633113907376,2.35889138746132,0.9075762494788494
2.8275017738342285,0,0,0.0,0,-139.01046134038262,-45.17476022980202,2.226276697771098,0.9075762494788494
2.9060235023498535,0,0,0.0,0,-134.93217924854906,-45.89407456599851,2.0905961625380276,0.9075762494788494
2.98502779006958,0,0,0.0,0,-130.14900585632031,-45.89407456599851,1.9776809610645558,0.9075762494788494
3.0624966621398926,0,0,0.0,0,-124.7439805632626,-45.89407456599851,1.8842361478768574,0.9075762494788494
3.142001152038574,0,0,0.0,0,-118.85452756455919,-45.89407456599851,1.7823088875645545,0.9075762494788494
3.218852996826172,0,0,0.0,0,-112.51529453868247,-45.89407456599851,1.6732857982626397,0.9075762494788494
3.2953684329986572,0,0,0.0,0,-105.76137465523826,-45.65556884998932,1.5583920780389908,0.9416497720717126
3.373889923095703,0,0,0.0,0,-98.63111346059364,-44.537437326767225,1.438765267505489,0.8206467296468677
3.455914258956909,0,0,0.0,0,-91.16798240776205,-43.059987894457706,1.3155060167463242,0.8188253798315386
3.545644760131836,0,0,0.0,0,-83.42157450828174,-41.23431682174926,1.1897089433155674,0.9075762494788494
3.624152898788452,0,0,0.0,0,-75.28833546431603,-39.103713579443564,1.0730684496577063,0.9075762494788494
3.701674461364746,0,0,0.0,0,-66.82634461483248,-36.56626494689867,0.9269858259599089,0.8188253798315386
3.7822229862213135,0,0,0.0,0,-58.434991390985665,-33.61000299108471,0.7452098933485285,0.8188253798315386
3.871420383453369,0,0,0.0,0,-50.18514543257591,-30.45573458348239,0.601282610744024,0.9075762494788494
3.9654927253723145,0,0,0.0,0,-41.97671089680157,-27.165903920062604,0.49247291789627046,0.9075762494788494
4.044080972671509,0,0,0.0,0,-33.83195571960532,-23.65416404803299,0.3565428894326348,0.9075762494788494
4.137253999710083,0,0,0.0,0,-25.78021748995861,-19.93280014196266,0.1986406085338035,0.9075762494788494
4.229015111923218,0,0,0.0,0,-17.975834411963053,-16.154346953375285,0.08407391630221019,0.9075762494788494
4.322659015655518,0,0,0.0,0,-10.517861442087877,-12.401589873274496,0.008404106748150716,0.9075762494788494
4.4021687507629395,0,0,0.0,0,-3.4183397163294,-8.688711401789343,-0.06327654656860923,0.8188253798315386
4.48668098449707,0,0,0.0,0,3.2875222737950445,-5.0487346109055204,-0.1305623964446163,0.9075762494788494
4.57274317741394,0,0,0.0,0,9.573497730305954,-1.5108390686055744,-0.19316360536134244,0.9075762494788494
4.665320634841919,0,0,0.0,0,15.42206455469005,1.8999512363390276,-0.2508994279755192,0.8188253798315386
4.7592198848724365,0,0,0.0,0,20.922706164184497,5.202547298528078,-0.3350431733956921,0.9075762494788494
4.853865623474121,0,0,0.0,0,25.99947012962933,8.378674954572965,-0.4092217564120946,0.8188253798315386
4.946282625198364,0,0,0.0,0,30.55174201683858,11.368592942854875,-0.4426876805918239,0.9075762494788494
5.041467905044556,0,0,0.0,0,34.7658428872126,14.188317673472564,-0.5034876596120462,0.9075762494788494
5.1310272216796875,0,0,0.0,0,38.57273168384658,16.840820501454104,-0.5557310873308878,0.8188253798315386
